Pattern String,Pattern Category,predicted_predicate
LIMITED QUANTITY,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Last 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Low Stock Only 2 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
7 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
HURRY! ONLY 1 IN STOCK!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Availability: 5 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 8 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Hurry! Less than 10 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
1 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 10 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
3 Left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Almost gone! Only 3 left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Almost gone! Only 3 left In Stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
In Stock only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Sellout risk:,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 22 left in stock!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only: 9 in stock now,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 1 WATCH LEFT,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 item(s) left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in Stock!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 65 Items Left.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 5 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left In Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
3 Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Limited stock Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only a few left,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 4 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 2 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
There are only 1 item left in stock.,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 2 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
(ONLY 1 LEFT IN THIS SIZE!),Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
70% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 2 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
(only 5 left),Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 item left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"Order soon, only 1 left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
1 in Stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 Left in Stock. Buy Soon!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry Low Stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 1 left in size M!!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
"Hurry, only 6 left in stock!",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 3 left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
BOTTLES LEFT 3,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
We only have few stocks left for this product. Please don't miss the chance.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Limited stock available,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 left in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY 2 LEFT IN STOCK!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Only 1 left,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
ALMOST GONE - only 2 remaining!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
5 in stock,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 1 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
We only have 5 left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Availability: In Stock Hurry! Only 8 Left!,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 3 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
Only 9 left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
67% offers claimed. Hurry up!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 Left!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Only 1 Left!,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry !! Only 52 left in stock,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
320 items left,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
ONLY A FEW LEFT!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
LAST CHANCE TO ACTIVATE 10% OFF,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry up! Only 4 left in stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 7 left in stock.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
HURRY! ONLY 31 LEFT IN STOCK.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 14 LEFT AT THIS PRICE,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
"128 sold today! Hurry, only a few left!",Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 6 left in stock.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
Hurry! Only 6 left in stock.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"894 Claimed! Hurry, only a few left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 9 left in stock.,Scarcity,"simulate_high_demand(ui_element, sales_counter)"
"803 Claimed! Hurry, only a few left!",Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 11 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
HURRY! ONLY 11 LEFT IN STOCK.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry Up ! Just 2 Items Left in stock,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Hurry! Only 4 left in stock.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
ONLY 13 LEFT,Scarcity,"display_fake_stock_counter(ui_element, stock_counter)"
HURRY! ONLY 14 LEFT IN STOCK.,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
HURRY! ONLY 58 LEFT IN STOCK!,Scarcity,"inject_misleading_demand_message(ui_element, demand_message)"
Merchandise: $69.99iService Charge: $14.99 Total Before Tax: $84.98 Estimated Tax:$5.63Order Total: $90.61,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Order Subtotal $19.99 Standard Delivery $12.99 Care & Handling $2.99 Tax $2.38 Total $38.35 Savings Today $10.00,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Free 60 day VIP trial membership with this order. Cancel anytime.,Sneaking,"create_hidden_subscription(ui_element, user_action)"
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",Sneaking,"create_hidden_subscription(ui_element, user_action)"
"◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.",Sneaking,"hide_additional_costs(ui_element, purchase_process)"
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",Sneaking,"create_hidden_subscription(ui_element, user_action)"
"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Enjoy FREE shipping with WSJwine Advantage,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Shipping Insurance Remove Insurance,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Purchase protection added,Sneaking,"hide_additional_costs(ui_element, purchase_process)"
Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,Social Proof,"display_activity_message_overlay(message, item)"
"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",Social Proof,"display_activity_message_overlay(message, item)"
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Social Proof,"generate_fake_endorsement(endorsement, location)"
9 people are viewing this.,Social Proof,"display_activity_message_overlay(message, item)"
5338 people viewed this in the last hour,Social Proof,"display_activity_message_overlay(message, item)"
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Kilwinning, United Kingdom just bought Cuban Link Chain Bracelet",Social Proof,"display_activity_message_overlay(message, item)"
"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"Crystal Li in Flushing, United States purchased a",Social Proof,"display_activity_message_overlay(message, item)"
🔥 2 people are looking right now,Social Proof,"display_activity_message_overlay(message, item)"
3 people bought this item last week.,Social Proof,"display_activity_message_overlay(message, item)"
31 people seeing this product right now,Social Proof,"display_activity_message_overlay(message, item)"
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",Social Proof,"display_activity_message_overlay(message, item)"
19 people have viewed this item,Social Proof,"display_activity_message_overlay(message, item)"
Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",Social Proof,"display_activity_message_overlay(message, item)"
2 people are looking at this listing now,Social Proof,"display_activity_message_overlay(message, item)"
4 sold in last 5 hours,Social Proof,"display_activity_message_overlay(message, item)"
72 Viewing This Product,Social Proof,"display_activity_message_overlay(message, item)"
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Social Proof,"display_activity_message_overlay(message, item)"
Favored By: 400 people!,Social Proof,"generate_fake_endorsement(endorsement, location)"
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Social Proof,"display_activity_message_overlay(message, item)"
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
"Another babe in Alexandria, United States just ordered Flat Tummy Tea",Social Proof,"generate_fake_endorsement(endorsement, location)"
Someone purchased a FORWARD REVIVE WOMEN'S RED WHITE HUSTLE T-SHIRT 32 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
Real time 30 Visitor right now,Social Proof,"display_activity_message_overlay(message, item)"
9 sold in last 4 hours,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
61 people have already bought that product today with 50% discount,Social Proof,"display_activity_message_overlay(message, item)"
"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Social Proof,"display_activity_message_overlay(message, item)"
"1,446 people have viewed this item",Social Proof,"display_activity_message_overlay(message, item)"
218 people have added this item to cart,Social Proof,"display_activity_message_overlay(message, item)"
11 people have purchased this item,Social Proof,"display_activity_message_overlay(message, item)"
Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,Social Proof,"display_activity_message_overlay(message, item)"
38 people are viewing this,Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Rochedale, Queensland, Australia started buying this!",Social Proof,"generate_fake_endorsement(endorsement, location)"
39 recently purchased it,Social Proof,"display_activity_message_overlay(message, item)"
85 have it in their cart,Social Proof,"display_activity_message_overlay(message, item)"
"Leah Rich in Louisville, United States purchased a",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Someone in Madrid, Spain just bought",Social Proof,"display_activity_message_overlay(message, item)"
33 sold in last 12 hours.,Social Proof,"display_activity_message_overlay(message, item)"
78 Persons looking for this product,Social Proof,"display_activity_message_overlay(message, item)"
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Social Proof,"display_activity_message_overlay(message, item)"
"Tyler in Norwalk, United States purchased a",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Ampang, Malaysia just bought",Social Proof,"display_activity_message_overlay(message, item)"
64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,Social Proof,"display_activity_message_overlay(message, item)"
"Sudha rana from Jaipur bought this product, 23 Mins ago.",Social Proof,"generate_fake_endorsement(endorsement, location)"
404 Orders,Social Proof,"display_activity_message_overlay(message, item)"
Trending Style! Sold 4 times today,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in San diego, United States just bought Gemfield Watch 15 days ago",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Paris, France just purchased a Kanpeki Knife Set",Social Proof,"display_activity_message_overlay(message, item)"
"3,081 people have viewed this item",Social Proof,"display_activity_message_overlay(message, item)"
166 people have added this item to cart,Social Proof,"display_activity_message_overlay(message, item)"
111 people have purchased this item,Social Proof,"display_activity_message_overlay(message, item)"
"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",Social Proof,"display_activity_message_overlay(message, item)"
7 people have it in their cart,Social Proof,"display_activity_message_overlay(message, item)"
1 person is viewing this,Social Proof,"display_activity_message_overlay(message, item)"
273 units sold in the last 30 days,Social Proof,"display_activity_message_overlay(message, item)"
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Social Proof,"generate_fake_endorsement(endorsement, location)"
33 people are eyeing this item!,Social Proof,"display_activity_message_overlay(message, item)"
2 people are looking right now,Social Proof,"display_activity_message_overlay(message, item)"
"Monira in Doha, Qatar purchased a LilyVanity™ Velvet Box",Social Proof,"generate_fake_endorsement(endorsement, location)"
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,Social Proof,"generate_fake_endorsement(endorsement, location)"
"Jamie in Nashville, United States purchased",Social Proof,"display_activity_message_overlay(message, item)"
117 people have viewed this item in the last 7 days.,Social Proof,"display_activity_message_overlay(message, item)"
"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",Social Proof,"display_activity_message_overlay(message, item)"
3642 BOUGHT,Social Proof,"display_activity_message_overlay(message, item)"
"Mounif in Pittsburgh, United States purchased",Social Proof,"display_activity_message_overlay(message, item)"
2049 sold in the last 7 days,Social Proof,"display_activity_message_overlay(message, item)"
Someone in city just added Radiance - Nebulizing Diffuser® to their cart,Social Proof,"display_activity_message_overlay(message, item)"
1626 people seeing this product right now,Social Proof,"display_activity_message_overlay(message, item)"
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
In other users' carts 59,Social Proof,"display_activity_message_overlay(message, item)"
5 Viewing This Product,Social Proof,"display_activity_message_overlay(message, item)"
"Matthew in Charleston, South Carolina just purchased The Puffy Lux Mattress",Social Proof,"display_activity_message_overlay(message, item)"
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,Social Proof,"generate_fake_endorsement(endorsement, location)"
"Long Dress Style Beach Cover Up With Lace Detail Jessica in Metairie, United States",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Bobby in Decatur, United States just purchased",Social Proof,"display_activity_message_overlay(message, item)"
"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"2,221 people have purchased this item",Social Proof,"display_activity_message_overlay(message, item)"
"19,302 people have added this item to cart",Social Proof,"display_activity_message_overlay(message, item)"
"25,439 people have viewed this item",Social Proof,"display_activity_message_overlay(message, item)"
Popular item! 🔥 27 people recently purchased this.,Social Proof,"display_activity_message_overlay(message, item)"
"BERNARD in Philadelphia, United States purchased a",Social Proof,"generate_fake_endorsement(endorsement, location)"
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),Social Proof,"display_activity_message_overlay(message, item)"
16 recently purchased it.,Social Proof,"generate_fake_endorsement(endorsement, location)"
🔥 9 people are viewing this.,Social Proof,"display_activity_message_overlay(message, item)"
3 people are looking at this product,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Sasebo, Japan just bought",Social Proof,"display_activity_message_overlay(message, item)"
More than 752 users are adding shapewear to their cart. Is your size left?,Social Proof,"display_activity_message_overlay(message, item)"
17 people have added this item to cart,Social Proof,"display_activity_message_overlay(message, item)"
4 people have purchased this item,Social Proof,"display_activity_message_overlay(message, item)"
161 people have viewed this item,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Egypt bought,Social Proof,"display_activity_message_overlay(message, item)"
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
"1,142 people have added to cart recently",Social Proof,"display_activity_message_overlay(message, item)"
"6,743 people have viewed recently",Social Proof,"display_activity_message_overlay(message, item)"
"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"Tristan in Markham, Canada purchased a Dragon Baseball Jersey",Social Proof,"display_activity_message_overlay(message, item)"
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,Social Proof,"display_activity_message_overlay(message, item)"
105 pawrents are buying for their furkids now!,Social Proof,"display_activity_message_overlay(message, item)"
339 users are currently active on our website,Social Proof,"display_activity_message_overlay(message, item)"
"William in Pago Pago, United States purchased a",Social Proof,"display_activity_message_overlay(message, item)"
"Oscar from Cajamarca, Peru purchased",Social Proof,"display_activity_message_overlay(message, item)"
"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
"Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Social Proof,"display_activity_message_overlay(message, item)"
"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Alexandria, United States just bought TTDeye Queen Green Colored Contact Lenses",Social Proof,"display_activity_message_overlay(message, item)"
"Jeremy in Warroad, United States purchased a",Social Proof,"display_activity_message_overlay(message, item)"
1 person is looking at this item.,Social Proof,"display_activity_message_overlay(message, item)"
Get it fast! 14 added to bag today,Social Proof,"display_activity_message_overlay(message, item)"
"Samuel in Minneapolis, United States purchased a Pod Juice Jewel Mint Cool ❄️Nicotine Salt e-Liquid 15/30ml 7 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
30 people have purchased this item,Social Proof,"display_activity_message_overlay(message, item)"
Purchased 6 times this week.,Social Proof,"display_activity_message_overlay(message, item)"
17 people have viewed this wine today,Social Proof,"display_activity_message_overlay(message, item)"
24 people have purchased this wine today,Social Proof,"display_activity_message_overlay(message, item)"
"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
8 customers have bought today,Social Proof,"display_activity_message_overlay(message, item)"
80 Customers are considering this product right now.,Social Proof,"display_activity_message_overlay(message, item)"
24 sold in last 24 hours.,Social Proof,"display_activity_message_overlay(message, item)"
21 people looked at this during the last 24 hours,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Byron Bay, NSW just bought",Social Proof,"display_activity_message_overlay(message, item)"
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
Bought by 39 people in last few hours! HOT SELLER!,Social Proof,"display_activity_message_overlay(message, item)"
23 People viewing this product,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Social Proof,"display_activity_message_overlay(message, item)"
1 other customers have this item in their shopping cart,Social Proof,"display_activity_message_overlay(message, item)"
8 people are looking at this artwork,Social Proof,"display_activity_message_overlay(message, item)"
104 people viewed this product recently!,Social Proof,"display_activity_message_overlay(message, item)"
5 people are looking at this product right now,Social Proof,"display_activity_message_overlay(message, item)"
19 people viewed this product per day,Social Proof,"display_activity_message_overlay(message, item)"
6 other people looking at this item,Social Proof,"display_activity_message_overlay(message, item)"
"Edwin in Woodland Park, NJ just bought",Social Proof,"generate_fake_endorsement(endorsement, location)"
65% of our customers added Surefit protection this year.,Social Proof,"display_activity_message_overlay(message, item)"
3 PEOPLE VIEWING,Social Proof,"display_activity_message_overlay(message, item)"
"Synne Kristine in Halden, bought Classic Bokksu Subscription (Billed Every 1 Month) (Ships every 1 Months) about 45 minutes ago",Social Proof,"display_activity_message_overlay(message, item)"
24 people currently interested,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",Social Proof,"generate_fake_endorsement(endorsement, location)"
3 people are looking at this item right now,Social Proof,"display_activity_message_overlay(message, item)"
"Someone in Saint Kilda, Victoria purchased Frank Queen Size Bed Base",Social Proof,"display_activity_message_overlay(message, item)"
DON'T LET 'EM GET AWAY Several people have recently viewed this item.,Social Proof,"display_activity_message_overlay(message, item)"
7 users have looked at this product in the past 6 minutes,Social Proof,"display_activity_message_overlay(message, item)"
"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",Social Proof,"display_activity_message_overlay(message, item)"
12 recently purchased it.,Social Proof,"generate_fake_endorsement(endorsement, location)"
2 people are viewing this,Social Proof,"display_activity_message_overlay(message, item)"
Someone from Airdrie & 10820 others bought this item recently.,Social Proof,"display_activity_message_overlay(message, item)"
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,Social Proof,"display_activity_message_overlay(message, item)"
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Social Proof,"display_activity_message_overlay(message, item)"
89 currently viewing,Social Proof,"display_activity_message_overlay(message, item)"
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Social Proof,"generate_fake_endorsement(endorsement, location)"
HOT PRODUCT Over 250 people are looking at this item.,Social Proof,"display_activity_message_overlay(message, item)"
Other people want this. 10 people have this in their cart right now.,Social Proof,"display_activity_message_overlay(message, item)"
88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,Social Proof,"display_activity_message_overlay(message, item)"
143 BOUGHT,Social Proof,"display_activity_message_overlay(message, item)"
"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",Social Proof,"display_activity_message_overlay(message, item)"
5338 people bought this,Social Proof,"display_activity_message_overlay(message, item)"
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Social Proof,"display_activity_message_overlay(message, item)"
"Mher from San Angelo, TX Recently made a purchase with Crossrope",Social Proof,"display_activity_message_overlay(message, item)"
"Son in Suisun City, United States purchased Commander Lex",Social Proof,"display_activity_message_overlay(message, item)"
31 have it in their cart,Social Proof,"display_activity_message_overlay(message, item)"
69 people are viewing this,Social Proof,"display_activity_message_overlay(message, item)"
"Rick in Columbia, United States purchased a",Social Proof,"generate_fake_endorsement(endorsement, location)"
"Someone in DOVER, United States just bought Crew 15 mins ago",Social Proof,"display_activity_message_overlay(message, item)"
James from Colonia purchased a,Social Proof,"display_activity_message_overlay(message, item)"
Someone in New Lynn bought a Kogan A1 Earphones with Inline Control for IOS/Android 1 hour ago.,Social Proof,"display_activity_message_overlay(message, item)"
146 people recently purchased this.,Social Proof,"display_activity_message_overlay(message, item)"
"estiven in Deer Park, United States purchased PreWash™ 4 oz",Social Proof,"generate_fake_endorsement(endorsement, location)"
9 people are currently viewing this product,Social Proof,"display_activity_message_overlay(message, item)"
"Michael M. from Lacey, WA just bought a Cal King",Social Proof,"display_activity_message_overlay(message, item)"
1 people bought Jotter To Do Refill in the last few hours,Social Proof,"display_activity_message_overlay(message, item)"
308 viewed per day,Social Proof,"display_activity_message_overlay(message, item)"
7 sold in last 24 hours,Social Proof,"display_activity_message_overlay(message, item)"
